0,0,0
0,100,0
-100,0,0
0,-100,0
100,0,0
0,16.6667,0
0,33.3333,0
0,50,0
0,66.6667,0
0,83.3333,0
-19.6116,98.0581,0
-44.7214,89.4427,0
-70.7107,70.7107,0
-89.4427,44.7214,0
-98.0581,19.6116,0
19.6116,98.0581,0
44.7214,89.4427,0
70.7107,70.7107,0
89.4427,44.7214,0
98.0581,19.6116,0
-98.0581,-19.6116,0
-89.4427,-44.7214,0
-70.7107,-70.7107,0
-44.7214,-89.4427,0
-19.6116,-98.0581,0
16.6667,0,0
33.3333,0,0
50,0,0
66.6667,0,0
83.3333,0,0
0,-16.6667,0
0,-33.3333,0
0,-50,0
0,-66.6667,0
0,-83.3333,0
19.6116,-98.0581,0
44.7214,-89.4427,0
70.7107,-70.7107,0
89.4427,-44.7214,0
98.0581,-19.6116,0
-16.6667,0,0
-33.3333,0,0
-50,0,0
-66.6667,0,0
-83.3333,0,0
-23.5702,23.5702,0
-22.3607,44.7214,0
-21.0819,63.2456,0
-20.2113,80.8452,0
-44.7214,22.3607,0
-47.1405,47.1405,0
-46.225,69.3375,0
-63.2456,21.0819,0
-69.3375,46.225,0
-80.8452,20.2113,0
-23.5702,-23.5702,0
-44.7214,-22.3607,0
-63.2456,-21.0819,0
-80.8452,-20.2113,0
-22.3607,-44.7214,0
-47.1405,-47.1405,0
-69.3375,-46.225,0
-21.0819,-63.2456,0
-46.225,-69.3375,0
-20.2113,-80.8452,0
23.5702,-23.5702,0
22.3607,-44.7214,0
21.0819,-63.2456,0
20.2113,-80.8452,0
44.7214,-22.3607,0
47.1405,-47.1405,0
46.225,-69.3375,0
63.2456,-21.0819,0
69.3375,-46.225,0
80.8452,-20.2113,0
23.5702,23.5702,0
44.7214,22.3607,0
63.2456,21.0819,0
80.8452,20.2113,0
22.3607,44.7214,0
47.1405,47.1405,0
69.3375,46.225,0
21.0819,63.2456,0
46.225,69.3375,0
20.2113,80.8452,0
