40.6266,-1.10804,67.8546
40.0714,-1.10804,69.9532
40.7155,-1.10804,70.6527
42.0257,-1.10804,69.9532
43.4692,-1.10804,67.8546
37.5425,14.5117,67.8546
37.0303,14.2938,69.9532
37.6244,14.5466,70.6527
38.8331,15.0609,69.9532
40.1647,15.6274,67.8546
29.0859,27.1468,67.8546
28.6917,26.7527,69.9532
29.149,27.2099,70.6527
30.0792,28.1402,69.9532
31.1041,29.165,67.8546
16.4508,35.6034,67.8546
16.2329,35.0912,69.9532
16.4857,35.6853,70.6527
16.9999,36.894,69.9532
17.5665,38.2256,67.8546
0.831025,38.6876,67.8546
0.831025,38.1324,69.9532
0.831025,38.7764,70.6527
0.831025,40.0866,69.9532
0.831025,41.5301,67.8546
-15.868,35.6034,67.8546
-15.0262,35.0912,69.9532
-14.9585,35.6853,70.6527
-15.3547,36.894,69.9532
-15.9044,38.2256,67.8546
-28.3832,27.1468,67.8546
-27.4344,26.7527,69.9532
-27.6068,27.2099,70.6527
-28.4322,28.1402,69.9532
-29.4421,29.165,67.8546
-36.2402,14.5117,67.8546
-35.52,14.2938,69.9532
-36.0073,14.5466,70.6527
-37.1767,15.0609,69.9532
-38.5027,15.6274,67.8546
-38.9646,-1.10804,67.8546
-38.4094,-1.10804,69.9532
-39.0534,-1.10804,70.6527
-40.3636,-1.10804,69.9532
-41.8071,-1.10804,67.8546
-35.8804,-16.7278,67.8546
-35.3683,-16.5099,69.9532
-35.9624,-16.7627,70.6527
-37.1711,-17.2769,69.9532
-38.5027,-17.8435,67.8546
-27.4238,-29.3629,67.8546
-27.0297,-28.9687,69.9532
-27.4869,-29.426,70.6527
-28.4172,-30.3562,69.9532
-29.4421,-31.3811,67.8546
-14.7887,-37.8195,67.8546
-14.5708,-37.3073,69.9532
-14.8236,-37.9014,70.6527
-15.3379,-39.1101,69.9532
-15.9044,-40.4417,67.8546
0.831025,-40.9036,67.8546
0.831025,-40.3484,69.9532
0.831025,-40.9925,70.6527
0.831025,-42.3027,69.9532
0.831025,-43.7462,67.8546
16.4508,-37.8195,67.8546
16.2329,-37.3073,69.9532
16.4857,-37.9014,70.6527
16.9999,-39.1101,69.9532
17.5665,-40.4417,67.8546
29.0859,-29.3629,67.8546
28.6917,-28.9687,69.9532
29.149,-29.426,70.6527
30.0792,-30.3562,69.9532
31.1041,-31.3811,67.8546
37.5425,-16.7278,67.8546
37.0303,-16.5099,69.9532
37.6244,-16.7627,70.6527
38.8331,-17.2769,69.9532
40.1647,-17.8435,67.8546
48.6879,-1.10804,56.6954
53.2404,-1.10804,45.73604
56.4605,-1.10804,35.17644
57.6819,-1.10804,25.2164
44.979,17.6758,56.6954
49.1787,19.4626,45.73604
52.1492,20.7265,35.17644
53.2759,21.2059,25.2164
34.8094,32.8703,56.6954
38.0417,36.1026,45.73604
40.3279,38.3889,35.17644
41.1951,39.2561,25.2164
19.6148,43.0399,56.6954
21.4017,47.2396,45.73604
22.6656,50.2101,35.17644
23.145,51.3369,25.2164
0.831025,46.7488,56.6954
0.831025,51.3013,45.73604
0.831025,54.5214,35.17644
0.831025,55.7428,25.2164
-17.9528,43.0399,56.6954
-19.7397,47.2396,45.73604
-21.0035,50.2101,35.17644
-21.4829,51.3369,25.2164
-33.1474,32.8703,56.6954
-36.3796,36.1026,45.73604
-38.6659,38.3889,35.17644
-39.5331,39.2561,25.2164
-43.3169,17.6758,56.6954
-47.5166,19.4626,45.73604
-50.4871,20.7265,35.17644
-51.6139,21.2059,25.2164
-47.0258,-1.10804,56.6954
-51.5784,-1.10804,45.73604
-54.7984,-1.10804,35.17644
-56.0198,-1.10804,25.2164
-43.3169,-19.8919,56.6954
-47.5166,-21.6787,45.73604
-50.4871,-22.9426,35.17644
-51.6139,-23.422,25.2164
-33.1474,-35.0864,56.6954
-36.3796,-38.3187,45.73604
-38.6659,-40.6049,35.17644
-39.5331,-41.4721,25.2164
-17.9528,-45.256,56.6954
-19.7397,-49.4557,45.73604
-21.0035,-52.4262,35.17644
-21.4829,-53.5529,25.2164
0.831025,-48.9649,56.6954
0.831025,-53.5174,45.73604
0.831025,-56.7375,35.17644
0.831025,-57.9589,25.2164
19.6148,-45.256,56.6954
21.4017,-49.4557,45.73604
22.6656,-52.4262,35.17644
23.145,-53.5529,25.2164
34.8094,-35.0864,56.6954
38.0417,-38.3187,45.73604
40.3279,-40.6049,35.17644
41.1951,-41.4721,25.2164
44.979,-19.8919,56.6954
49.1787,-21.6787,45.73604
52.1492,-22.9426,35.17644
53.2759,-23.422,25.2164
55.4611,-1.10804,16.7887
50.5755,-1.10804,10.5596
45.6899,-1.10804,6.3291
43.4692,-1.10804,3.8974
51.2273,20.3343,16.7887
46.7203,18.4167,10.5596
42.2133,16.4991,6.3291
40.1647,15.6274,3.8974
39.6184,37.6793,16.7887
36.1496,34.2106,10.5596
32.6808,30.7418,6.3291
31.1041,29.165,3.8974
22.2733,49.2882,16.7887
20.3557,44.7813,10.5596
18.4381,40.2743,6.3291
17.5665,38.2256,3.8974
0.831025,53.5221,16.7887
0.831025,48.6365,10.5596
0.831025,43.7508,6.3291
0.831025,41.5301,3.8974
-20.6113,49.2882,16.7887
-18.6937,44.7813,10.5596
-16.7761,40.2743,6.3291
-15.9044,38.2256,3.8974
-37.9564,37.6793,16.7887
-34.4876,34.2106,10.5596
-31.0188,30.7418,6.3291
-29.4421,29.165,3.8974
-49.5653,20.3343,16.7887
-45.0583,18.4167,10.5596
-40.5513,16.4991,6.3291
-38.5027,15.6274,3.8974
-53.7991,-1.10804,16.7887
-48.9135,-1.10804,10.5596
-44.0279,-1.10804,6.3291
-41.8071,-1.10804,3.8974
-49.5653,-22.5504,16.7887
-45.0583,-20.6327,10.5596
-40.5513,-18.7151,6.3291
-38.5027,-17.8435,3.8974
-37.9564,-39.8954,16.7887
-34.4876,-36.4266,10.5596
-31.0188,-32.9578,6.3291
-29.4421,-31.3811,3.8974
-20.6113,-51.5043,16.7887
-18.6937,-46.9973,10.5596
-16.7761,-42.4903,6.3291
-15.9044,-40.4417,3.8974
0.831025,-55.7382,16.7887
0.831025,-50.8525,10.5596
0.831025,-45.9669,6.3291
0.831025,-43.7462,3.8974
22.2733,-51.5043,16.7887
20.3557,-46.9973,10.5596
18.4381,-42.4903,6.3291
17.5665,-40.4417,3.8974
39.6184,-39.8954,16.7887
36.1496,-36.4266,10.5596
32.6808,-32.9578,6.3291
31.1041,-31.3811,3.8974
51.2273,-22.5504,16.7887
46.7203,-20.6327,10.5596
42.2133,-18.7151,6.3291
40.1647,-17.8435,3.8974
42.5031,-1.10804,2.3317
37.3399,-1.10804,0.966
24.5818,-1.10804,0
0.831025,-1.10804,0
39.2736,15.2483,2.3317
34.5105,13.2217,0.966
22.7411,8.21414,0
30.4182,28.4792,2.3317
26.7523,24.8133,0.966
17.6941,15.755,0
17.1873,37.3345,2.3317
15.1608,32.5714,0.966
10.1532,20.8021,0
0.831025,40.5641,2.3317
0.831025,35.4009,0.966
0.831025,22.6427,0
-15.5253,37.3345,2.3317
-13.4987,32.5714,0.966
-8.49115,20.8021,0
-28.7562,28.4792,2.3317
-25.0903,24.8133,0.966
-16.032,15.755,0
-37.6115,15.2483,2.3317
-32.8484,13.2217,0.966
-21.0791,8.21414,0
-40.8411,-1.10804,2.3317
-35.6779,-1.10804,0.966
-22.9198,-1.10804,0
-37.6115,-17.4643,2.3317
-32.8484,-15.4378,0.966
-21.0791,-10.4302,0
-28.7562,-30.6952,2.3317
-25.0903,-27.0294,0.966
-16.032,-17.9711,0
-15.5253,-39.5506,2.3317
-13.4987,-34.7875,0.966
-8.49115,-23.0181,0
0.831025,-42.7802,2.3317
0.831025,-37.6169,0.966
0.831025,-24.8588,0
17.1873,-39.5506,2.3317
15.1608,-34.7875,0.966
10.1532,-23.0181,0
30.4182,-30.6952,2.3317
26.7523,-27.0294,0.966
17.6941,-17.9711,0
39.2736,-17.4643,2.3317
34.5105,-15.4378,0.966
22.7411,-10.4302,0
